"id","name","popularity","duration_ms","artists","id_artists","danceability","energy","key","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","release_year","release_month","release_day"
18002,"Manstu Ekki Eftir Mér? (Remix)",34,147692,"['SZK']","['6sSuXem86IOpEGNsDqJSSg']",0.494,0.632,5,-9.396,0.269,0.00647,0.00106,0.271,0.208,129.982,"2018","06","14"
12547,"שתשרף האהבה",37,205130,"['Itay Levi']","['6VdxGMRiiFQhI8F0FkuQZg']",0.414,0.632,10,-5.971,0.301,0.273,0,0.56,0.35,62.18,"2017","12","04"
15776,"5 da Manhã",26,99010,"['Regula']","['6pyqBc7HaffcZJhyfjnceP']",0.61,0.557,0,-6.094,0.0874,0.0322,0,0.143,0.055,79.868,"2013","05","22"
16746,"Como Agoniza la Flor - Remasterizado",0,171133,"['Francisco Canaro']","['2maQMqxNnlRrBrS1oAsrX9']",0.358,0.351,2,-9.236,0.0477,0.996,0.00583,0.41,0.157,129.148,"1926","07","12"
13801,"I Said Hi",54,168664,"['Amy Shark']","['2DORQjKJVYZMx9uu82UGtT']",0.317,0.86,6,-3.798,0.132,0.00753,0,0.0554,0.352,72.101,"2018","04","11"
17071,"Blacksmith",21,199253,"['Loreena McKennitt']","['1JdeDdujDbS6ZeSlkXqx3a']",0.426,0.377,0,-5.246,0.0302,0.678,0,0.297,0.32,95.673,"1985",NA,NA
8410,"Resistansen",40,179827,"['Kaizers Orchestra']","['1s1DnVoBDfp3jxjjew8cBR']",0.459,0.657,7,-6.493,0.141,0.04,0,0.09,0.767,141.145,"2001","08","29"
9732,"Har Ghadi Ke Mamse Dil",0,200047,"['Sarla Devi']","['7KH7gcreMJJwj2JQ11OT5f']",0.463,0.133,8,-11.079,0.0903,0.993,0.852,0.411,0.377,72.086,"1936","12","31"
11684,"Itulah Sayang",15,199863,"['A. Ramlie', 'Maria Bachok']","['13qxWnQiwyj1m5Otypn6Is', '03RCdSeyKz0aVutN3iXFxl']",0.601,0.645,5,-11.286,0.0341,0.0362,0,0.169,0.702,80.004,"1997","05","12"
14802,"Son las Doce",48,196598,"['Daddy Yankee']","['4VMYDCV2IEDYJArk749S6m']",0.816,0.853,0,-7.05,0.167,0.303,4.46e-06,0.267,0.869,96.827,"2002","06","20"
11041,"State Of Grace",59,295720,"['Taylor Swift']","['06HL4z0CvFAxyc27GXpf02']",0.588,0.825,4,-5.882,0.0328,0.000197,0.00138,0.0884,0.397,129.968,"2012","10","22"
12785,"Symphony",6,325200,"['George Shearing Trio']","['6o67W9DYNT2hhkJDB97YsT']",0.742,0.208,1,-19.593,0.0431,0.936,0.565,0.0869,0.614,124.321,"1963","01","01"
27495,"Under Paris Skies",6,185373,"['Andy Williams']","['4sj6D0zlMOl25nprDJBiU9']",0.536,0.33,1,-10.806,0.041,0.6,0,0.0926,0.372,132.964,"1961",NA,NA
847,"Non non non non (Je ne suis plus saoul)",35,146440,"['Miossec']","['0wf6vuNqTvdRGrmpsPu2kW']",0.594,0.655,7,-13.964,0.0872,0.437,0.0185,0.342,0.663,133.212,"1995","04","10"
27567,"Turn It on Again",54,229333,"['Genesis']","['3CkvROUTQ6nRi9yQOcsB50']",0.546,0.813,4,-10.143,0.0356,0.196,0.00502,0.0486,0.427,128.131,"1980","03","28"
25048,"To Katafigio",20,144173,"['Fivos Delivorias']","['1e4ICc9TtOUGHrhS4LX59z']",0.63,0.08,4,-20.394,0.0408,0.821,0,0.118,0.383,86.172,"2010","01","01"
12439,"Sexy Dancer",35,258613,"['Prince']","['5a2EaR3hamoenG9rDuVn8j']",0.838,0.561,0,-13.205,0.0606,0.00175,0.255,0.0536,0.633,121.131,"1979","10","19"
29969,"ホウキ雲",37,267493,"['Rythem']","['28Be7eeRSqjriWnRuxhpOA']",0.662,0.699,8,-4.516,0.0301,0.172,0,0.169,0.698,121.964,"2006","05","24"
15135,"Na mee vo De sinkendi Öltanker und d' Wasservögel",17,146467,"['Globi']","['7p5EwRiUqxJxnOCcULTHex']",0.707,0.464,5,-10.003,0.893,0.665,0,0.329,0.565,81.132,"1980","01","01"
16263,"Var",40,854283,"['Kuan']","['7k9gGfjWVfm5xp1O8qQoKk']",0.364,0.0498,7,-23.621,0.0391,0.912,0.277,0.109,0.342,149.907,"2011","05","29"
9736,"Recuérdame",37,207867,"['Los inquietos del vallenato']","['1i2sOJlmgkWrWx28rB17Bd']",0.665,0.573,4,-8.33,0.0267,0.21,0,0.0966,0.756,137.929,"2008",NA,NA
28681,"Déjame Ir",56,233382,"['Paty Cantú']","['7K9rdoOJSiKXoVXPlSkGKT']",0.595,0.463,7,-6.556,0.0238,0.0913,0,0.0808,0.16,78.014,"2008","01","01"
337,"Performance",23,277627,"['Joe Cocker']","['3pFCERyEiP5xeN2EsPXhjI']",0.538,0.452,7,-8.853,0.0316,0.625,3.08e-05,0.109,0.141,117.879,"1974","01","01"
12902,"Just All The Night",43,245412,"['Dept']","['1zVBNAJivxfj3HygJZOSw3']",0.587,0.606,2,-9.865,0.026,0.224,3.83e-05,0.0301,0.504,96.997,"2018","10","19"
10962,"Sei bella come Roma",57,197539,"['DANDY TURNER']","['3PEzbnNp2kOuNcL0Z19o0w']",0.622,0.493,1,-10.827,0.0466,0.408,0,0.149,0.124,130.137,"2019","12","20"
1373,"C'est comme ça que je t'aime",25,200680,"['Mike Brant']","['1u9tovPnCMYuZiV3EMZqDV']",0.132,0.526,10,-7.811,0.0333,0.284,0,0.0876,0.312,188.191,"2001","01","01"
4431,"אמרה האשה",15,170920,"['Chava Alberstein']","['5UbgVjyCkpIMOzQuOI4DOW']",0.505,0.189,4,-12.075,0.0362,0.851,0,0.0759,0.535,117.986,"1975","01","01"
13470,"Ghar Tera Apna Ghar Lage",2,205000,"['Suraiya', 'Talat Mahmood']","['71lk7UDkZK1mabUE6LCASW', '2fi9hpqNbi5neTbKSqG0vW']",0.533,0.25,9,-15.379,0.185,0.963,0.488,0.112,0.802,94.154,"1954","01","01"
23237,"Belasy let",8,214373,"['Elán']","['1hCZVC6ka2eOpzKUtNgC4k']",0.657,0.585,7,-10.003,0.0335,0.794,0.0229,0.111,0.735,92.764,"1981","10","01"
11213,"Give It Up",47,265200,"[""Cut 'N' Move""]","['2OQkm6IvTu9MeHkGQQ4cSK']",0.698,0.92,5,-8.507,0.0361,0.00327,0.00222,0.0665,0.76,119.965,"1993","01","08"
18353,"Sileny sklony",10,516240,"['Chaozz']","['1aGMkI6SNVzLr57RIiGkjv']",0.775,0.715,2,-10.144,0.418,0.11,0,0.476,0.688,171.326,"1996","01","01"
21501,"Think About It",59,191688,"['Dennis Lloyd']","['3EOEK57CV77D4ovYVcmiyt']",0.478,0.509,4,-9.252,0.2,0.564,0.00181,0.228,0.0599,143.7,"2016","11","16"
16017,"By the Light of the Silv'ry Moon (with Paul Weston & His Orchestra & The Norman Luboff Choir)",29,169880,"['Doris Day', 'Paul Weston And His Orchestra', 'The Norman Luboff Choir']","['3ESG6pj6a0LvUKklENalT6', '3EVyH5tLgdq62aXTdKfzey', '2SlGflGRxgwvQCRrsVLF8S']",0.573,0.238,3,-12.194,0.0353,0.886,1.34e-06,0.128,0.576,130.424,"1948",NA,NA
6817,"You Turned The Tables On Me (03-26-52)",1,209147,"['Billie Holiday']","['1YzCsTRb22dQkh9lghPIrp']",0.579,0.0599,5,-16.025,0.0476,0.994,0.00335,0.105,0.293,80.73,"1952",NA,NA
10775,"Védd magad",5,233333,"['Napoleon Boulevard']","['1sFIXaWe4nlXTLYlpb0plj']",0.628,0.18,9,-17.961,0.0322,0.902,7.56e-05,0.101,0.309,138.132,"1990","08","01"
9950,"Ainner Sia Av Elva",16,301747,"['D.D.E.']","['4bCGs1M7PyTfQFtxvRvUom']",0.464,0.708,7,-6.808,0.0616,0.474,0,0.749,0.6,123.776,"1995",NA,NA
17299,"Lasă-Mă Să Beau",32,199280,"['Parazitii']","['4u0tMvazRUSOlvjqzhyLqF']",0.691,0.522,1,-9.951,0.36,0.608,1.36e-06,0.157,0.806,161.978,"2010","06","15"
13900,"Por Despecho",3,160400,"['Blanca Iris Villafañe']","['3XCYSTDdeKWmRty7TvNEr7']",0.788,0.448,5,-8.696,0.0354,0.706,1.39e-06,0.0462,0.694,111.335,"1960","07","22"
2226,"Compañeiro ¿qué sabes tocare?",4,121467,"['Castaña']","['2sX4XbndeRyd6I642HdWAA']",0.733,0.853,2,-6.422,0.0975,0.462,7.85e-05,0.293,0.921,129.486,"1982",NA,NA
18099,"Glad to Be Unhappy",34,344080,"['Paul Desmond']","['68l2i6GeNtwQlhKS59u5bu']",0.435,0.0435,8,-24.654,0.0423,0.987,0.76,0.0985,0.186,77.533,"1965","01","01"
29342,"Queda Livre",47,218973,"['Dead Fish']","['7Lvg39k5XgXevGR767ikYI']",0.408,0.957,0,-3.373,0.139,0.00108,8.64e-05,0.18,0.396,195.922,"2004","04","26"
17579,"Hush",26,229173,"['Magic Power', 'Della']","['5Oe7RWhaAXrwGILVChIQZQ', '1EUq1MC4vfYYxcVK9aJnXf']",0.612,0.651,4,-7.045,0.0353,0.393,0,0.344,0.784,146,"2011","07","28"
16558,"Girls! Girls! Girls!",29,151893,"['Elvis Presley']","['43ZHCT0cAZBISjO8DG9PnE']",0.613,0.867,10,-8.5,0.068,0.849,0,0.236,0.915,127.001,"1962","11","12"
11233,"Just Hold Me",39,256933,"['Walter Beasley']","['6tBzJqpqRAPyJFR4Rq0yBP']",0.653,0.533,0,-10.332,0.0256,0.0894,0.698,0.0775,0.607,146.141,"1992","01","01"
3956,"See You Again",48,234400,"['TEE']","['6ZAdWEKyVHu0ZMm5X3sajN']",0.7,0.65,3,-4.692,0.0321,0.133,0,0.0576,0.809,79.993,"2017","09","06"
7322,"D’ Wäschermadln",8,152200,"['Elly Fischer']","['5uM7vZGtozGC6ypLoBYPIB']",0.44,0.105,7,-17.231,0.0459,0.98,0.64,0.13,0.649,162.395,"1990","06","01"
12067,"Nevermind",34,150471,"['Dennis Lloyd']","['3EOEK57CV77D4ovYVcmiyt']",0.421,0.472,10,-7.414,0.102,0.333,0,0.117,0.528,85.054,"2016","09","18"
3452,"Feedin' the ""Bean""",6,190867,"['Count Basie']","['2jFZlvIea42ZvcCw4OeEdA']",0.479,0.152,1,-16.114,0.0448,0.985,0.383,0.137,0.72,174.736,"1940",NA,NA
16219,"News - 2009 Remaster",25,77160,"['Kraftwerk']","['0dmPX6ovclgOy8WWJaFEUU']",0.54,0.273,1,-17.38,0.377,0.359,0.885,0.195,0.625,105.462,"1975",NA,NA
22177,"Yo Creo",42,314547,"['Miel San Marcos']","['7zpvy5B9gb5KprNUzNCOEE']",0.49,0.72,0,-5.414,0.0292,0.0752,0,0.097,0.158,151.877,"2016","07","26"
16225,"Puccini: Madama Butterfly, Act 2: ""Gllielo dirai?...Premetto"" (Kate, Suzuki, Butterfly)",8,133693,"['Giacomo Puccini', 'Maria Callas', 'Herbert von Karajan', 'Lucie Danieli', 'Luisa Villa', 'Orchestra Del Teatro Alla Scala, Milano']","['0OzxPXyowUEQ532c9AmHUR', '0bjdfjE8XbLa2Odstu6E1E', '5zCaQxjl110XTrm4LQ1CxY', '2r1sAsrfKujAQxD5swUe31', '7GRyBXkqE6P3mkmTWDFj3o', '7JdPe4gzrYmbcko3FTav57']",0.311,0.154,0,-16.177,0.0725,0.979,2.14e-06,0.159,0.0388,72.856,"1955",NA,NA
17615,"Beep",57,229360,"['The Pussycat Dolls', 'will.i.am']","['6wPhSqRtPu1UhRCDX5yaDJ', '085pc2PYOi8bGKj0PNjekA']",0.938,0.735,7,-6.382,0.0434,0.00952,0,0.0998,0.55,103.7,"2005","01","01"
17474,"Let's Get It On - Part II - A.K.A. Keep Gettin' It On - Pt. II",23,193067,"['Marvin Gaye']","['3koiLjNrgRTNbOwViDipeA']",0.625,0.588,8,-8.886,0.0336,0.145,0,0.0837,0.715,85.112,"1973","08","28"
11389,"El Maestro - En Vivo",45,170867,"['Babasónicos']","['2F9pvj94b52wGKs0OqiNi2']",0.65,0.915,4,-5.761,0.0368,0.446,0,0.91,0.885,112.028,"2016","05","20"
12374,"You sure look good to me",0,166687,"['The Big Three Trio']","['7EPI9RLrU6kU6ZQLTqB7wY']",0.63,0.126,7,-18.1,0.0325,0.971,0.00093,0.159,0.214,78.074,"1947",NA,NA
29055,"Morena",43,223640,"['Los Palmeras']","['2Htm0q72SjGSmsy8EOIhRG']",0.564,0.792,2,-3.877,0.0423,0.43,0,0.0634,0.791,177.609,"2013","08","05"
19887,"Flexnes",46,354773,"['Arif']","['3l4RyQwQ0kHZ9Q9cQbRNMr']",0.512,0.531,1,-9.704,0.246,0.324,0,0.0649,0.482,139.934,"2012","08","27"
9548,"Aj ty!",3,234413,"['Richard Muller', 'Banket']","['2jldyAonkBDiBG0cNtLgZz', '5oFCXf4qzdeuFEz1BMb9so']",0.714,0.957,0,-4.802,0.1,0.0921,0,0.317,0.322,118.271,"1990","09","01"
22636,"More Than You Know",23,290507,"['Anita Baker']","['46CH1Gp8l8QVly8bpG9JFG']",0.394,0.535,5,-9.24,0.0309,0.0791,3.87e-06,0.232,0.319,85.012,"1990","06","12"
22810,"Santa Maria",41,160800,"['Ernia']","['3fhMfkPPzksWuw0hEm4ldm']",0.696,0.604,1,-8.393,0.563,0.365,0,0.0939,0.362,99.827,"2016","09","21"
2113,"Silent Lucidity - Remastered 2003",64,347760,"['Queensrÿche']","['2OgUPVlWYgGBGMefZgGvCO']",0.462,0.628,7,-5.659,0.0274,0.0534,0.00025,0.12,0.0981,140.049,"1990",NA,NA
3446,"マシマロ",33,174667,"['Tamio Okuda']","['3ZWE1TnryM03rfzVin17K0']",0.629,0.837,7,-5.054,0.0414,0.00585,8.29e-05,0.103,0.882,150.161,"2000",NA,NA
25461,"The Things We Did Last Summer",8,238813,"['Oscar Peterson Trio']","['0ldU0QJm31y0d6f57R1G2A']",0.424,0.0868,5,-18.411,0.0498,0.83,0,0.109,0.217,70.325,"1952","01","01"
5617,"Wir Sind Eins",46,225360,"['Cusch Jung', 'Debby van Dooren']","['1qhHmFpYXyUr90FJcAOgYE', '0kDIEkEG5N2S6CzJiq7FFM']",0.608,0.668,7,-8.621,0.0317,0.312,0,0.119,0.741,160.233,"2011","01","01"
19622,"Pihtimus",4,213447,"['Anne Veski']","['000p4jMMhpEHq1h6PFCyO1']",0.739,0.489,2,-13.939,0.037,0.0219,0,0.0858,0.82,116.779,"1995","01","22"
29194,"情人的眼淚",23,255707,"['環球管弦樂隊']","['6BIxigiBDAKF60TDYp5VJM']",0.367,0.153,0,-16.557,0.0348,0.88,0.775,0.261,0.159,72.935,"1987","12","01"
28309,"Cumbre",23,208133,"['Savia Andina']","['0hkFv9719WLJ2uupZTn0ru']",0.552,0.395,4,-13.02,0.0454,0.588,0.912,0.106,0.603,80.83,"1997",NA,NA
149,"Zuby Zuby Jalembu - Aa Gaye Shukriya",5,208004,"['Asha Bhosle']","['5as8A4G47Ohu9NSWs3Je8U']",0.58,0.682,0,-6.414,0.048,0.971,0.00157,0.143,0.839,120.724,"1967","01","01"
10330,"En Karalil - Version 1",30,253173,"['Afsal', 'Franko']","['6GIkpxZTzuInWGBdfgu7eb', '53N442cKc5lNYCauf5jHD4']",0.571,0.739,1,-9.401,0.285,0.0265,0,0.0382,0.615,176.889,"2003","07","19"
25076,"Yo Vendo Pescaito",30,243187,"['Camaron De La Isla']","['5MnhtFXEfqi637k6NfKuZI']",0.692,0.828,7,-7.723,0.0657,0.394,4.38e-06,0.375,0.739,116.274,"1992",NA,NA
22936,"Popoki Slack Key",37,162960,"['Ray Kane']","['6d2Ey5tgCEGpFd8fzoKhIR']",0.369,0.352,3,-14.37,0.0406,0.83,0.827,0.104,0.126,112.623,"1998","08","25"
26259,"Nada es Imposible",45,245307,"['Planetshakers']","['5A0SFJQSdSjFHGcndiGT1s']",0.571,0.928,0,-4.427,0.0468,0.004,0,0.161,0.606,141.934,"2014","06","29"
11098,"Canciones y Almas",40,160680,"['Callejeros']","['2osoVujXgV0PA8lhqDKYFw']",0.517,0.876,4,-4.08,0.0297,0.0944,1.16e-05,0.362,0.913,103.118,"2004","09","24"
10068,"051 - Gangster auf der Gartenparty - Teil 09",28,93093,"['TKKG Retro-Archiv']","['0i38tQX5j4gZ0KS3eCMoIl']",0.657,0.45,2,-12.04,0.88,0.757,0,0.315,0.407,98.161,"1987","07","01"
23288,"Не Хотим",9,237160,"['Мастер']","['3Gocx0waYCfV2wx0d5nKzs']",0.524,0.716,6,-11.54,0.0684,0.0338,0.519,0.127,0.324,107.469,"1989","08","17"
25333,"Stick de Hockey",20,181027,"['Ilegales']","['2laDE3zsNJYoX7n8nF3YPJ']",0.665,0.706,7,-8.659,0.0943,0.000399,0.0385,0.0799,0.745,176.933,"1984","01","01"
16957,"Ella",46,166173,"['José Alfredo Jimenez']","['2T06whb4s6UiufL1j5Qtz9']",0.665,0.485,7,-6.586,0.0456,0.832,0.000106,0.426,0.938,99.449,"1950",NA,NA
16370,"El Ojo del Huracán",43,234652,"['La Renga']","['30fEdZPXgWfC4sNttcyB3C']",0.454,0.985,11,-3.439,0.0722,0.000431,0.000128,0.113,0.611,141.402,"2003","01","13"
29340,"Breathe (In the Air)",70,169535,"['Pink Floyd']","['0k17h0D3J5VfsdmQ1iZtE9']",0.431,0.375,11,-15.142,0.0347,0.391,0.721,0.143,0.258,128.153,"1973","03","01"
15514,"The Nutcracker, Op. 71: Pas de deux: Final Waltz",1,210827,"['Pyotr Ilyich Tchaikovsky', 'Fritz Reiner']","['3MKCzCnpzw3TjUYs2v7vDA', '4nsMLwMcViXAqwTLJ71y8i']",0.312,0.308,10,-14.787,0.0317,0.949,0.947,0.244,0.471,104.317,"1960",NA,NA
14769,"Around My Heart",37,198760,"['Sandra']","['646StQO8yxIiI3niu1OHnG']",0.773,0.529,5,-12.58,0.0482,0.019,0.391,0.0559,0.866,117.192,"1988","01","01"
19006,"Old Hippie - 2011 - Remaster",21,172627,"['Kim Larsen']","['2ZQifdPOptKHxTaYTLh0BC']",0.619,0.941,10,-6.156,0.155,0.115,2.11e-05,0.109,0.694,180.76,"1994",NA,NA
1456,"Mândrulița mea prejneană",22,137280,"['Niculina Stoican', 'Petrică Mîțu Stoian']","['6UED8JsN5PGTznGRU6KGka', '1ZrCmkM7cAQnHN0G9TMJvB']",0.676,0.623,5,-3.658,0.0355,0.882,1.12e-06,0.236,0.973,146.988,"2008","01","01"
12521,"Semblante",33,189649,"['El Roockie']","['3sc8HnadkPW5YaIGbCljw4']",0.645,0.583,7,-6.906,0.0478,0.18,0,0.232,0.58,166.918,"2002","11","12"
1900,"7 Years",0,239534,"['Stereo Avenue']","['0AnlIkbodWv2IM1HDSW4Fb']",0.739,0.333,10,-10.331,0.0835,0.264,0,0.378,0.395,119.858,"2016","12","23"
12841,"Piano Sonata No.17 in B flat, K.570: 2. Adagio",23,476867,"['Wolfgang Amadeus Mozart', 'András Schiff']","['4NJhFmfw43RLBLjQvxDuRS', '24K6LTZFqBAvKsorwK0iXd']",0.327,0.00573,0,-38.264,0.0566,0.995,0.911,0.0973,0.172,67.856,"1981","01","01"
4449,"Les petits poissons",28,97800,"['Rémi Guichard']","['2fJR6skAOWHwNlYPCd5Spe']",0.451,0.266,2,-7.493,0.0357,0.889,0,0.248,0.751,175.806,"1999","10","07"
8943,"Cuando nadie me ve",49,308560,"['Alejandro Sanz']","['5sUrlPAHlS9NEirDB8SEbF']",0.598,0.634,11,-5.988,0.0469,0.351,0,0.0809,0.501,136.022,"2004","09","23"
2325,"Ma meilleure (feat. Zaho)",50,305053,"['La Fouine', 'Zaho']","['6QS84S3i4gwdEKqWoTtDLd', '0vN920jukdAbErvjo2OJ2o']",0.7,0.822,8,-3.897,0.0597,0.352,0,0.101,0.72,86.01,"2013","02","04"
21700,"Rozen Rumbonen En Rode Wijn",16,242627,"['Kees Van Kooten', 'Wim De Bie']","['471YpseKCJS0sjtxcKGNFY', '1vdFf64B1O0HKuaSGreg7h']",0.534,0.504,7,-9.812,0.0393,0.49,0,0.225,0.803,131.12,"1976","01","01"
21569,"Uykusuz Her Gece",46,233333,"['Teoman']","['40KlwpvpKEQtZTJgbml8lT']",0.745,0.866,4,-4.303,0.107,0.16,0,0.27,0.737,129.977,"2000","04","28"
3075,"Lea",49,221987,"['The Cats']","['4mplweFSgMgpH03ruEMEMv']",0.177,0.522,8,-7.724,0.0332,0.391,0.00242,0.0618,0.417,166.502,"1968","01","01"
18170,"Leather and Lace - 2016 Remaster",53,225573,"['Stevie Nicks', 'Don Henley']","['7crPfGd2k81ekOoSqQKWWz', '5dbuFbrHa1SJlQhQX9OUJ2']",0.49,0.432,3,-9.327,0.0298,0.639,0,0.104,0.367,153.753,"1981","07","27"
27992,"Kapitel 07 - findet einen Schatz (Folge 059)",26,63504,"['Benjamin Blümchen']","['1l6d0RIxTL3JytlLGvWzYe']",0.706,0.511,7,-12.937,0.952,0.788,0,0.627,0.86,92.414,"1989",NA,NA
16731,"Télémagouilles",16,627573,"['Les Inconnus']","['1PHiiaU26PEB8BLzmDd5SR']",0.553,0.645,1,-18.567,0.947,0.757,0,0.636,0.306,108.477,"1989","11","25"
2663,"Kapitel 13 - Der große Bruder (Folge 019)",35,90440,"['Bibi und Tina']","['2x8vG4f0HYXzMEo3xNsoiI']",0.733,0.391,9,-19.221,0.948,0.515,0,0.793,0.319,79.018,"1994",NA,NA
23266,"Nyamaropa",7,380187,"['Nonesuch Explorer Series']","['4QskvyhsY0RS08bGAtLQS8']",0.468,0.38,7,-17.062,0.0623,0.949,0.000188,0.0883,0.896,116.73,"1973",NA,NA
29967,"Versos Simples - Ao Vivo",47,187200,"['Armandinho', 'Chimarruts']","['3h7RaVXBvdSNa7LXQtVYqH', '6rNz4V8ocdBOLgXmLxLVcW']",0.384,0.315,7,-10.058,0.0276,0.873,0,0.81,0.217,74.343,"2012","07","28"
25912,"Bahay Kubo",38,292813,"['Hale']","['6Ww3OMFzCaO33ulKh1LBFN']",0.585,0.715,11,-6.349,0.0293,0.0124,0.385,0.102,0.433,119.952,"2012",NA,NA
19086,"Laare",59,270545,"['Maninder Buttar']","['2sN4fSzAm2rAL0HIurPCEM']",0.384,0.658,7,-5.125,0.05,0.201,0,0.245,0.67,82.43,"2019","10","22"
6960,"No Me Pidas Que No Sea Un Inconsciente",30,130880,"['Andrés Calamaro']","['3tAICgiSR5PfYY4B8qsoAU']",0.424,0.469,7,-6.601,0.0334,0.473,2.31e-06,0.194,0.348,118.74,"1984","07","08"
8841,"Pure Morning",62,254760,"['Placebo']","['6RZUqkomCmb8zCRqc9eznB']",0.387,0.898,8,-6.835,0.0675,0.0372,4.04e-05,0.11,0.202,81.354,"1998","10","12"
23345,"Leaving On A Jet Plane",30,145773,"['Frank Sinatra']","['1Mxqyy3pSjf8kZZL4QVxS0']",0.475,0.435,3,-13.828,0.0502,0.616,0,0.122,0.581,126.458,"1971","03",NA
4646,"סרטים",12,221960,"['Kerach Tesha']","['2TVZqvZlgPKuSRHNjwNRZw']",0.41,0.873,7,-4.185,0.039,0.015,0,0.0997,0.547,128.546,"1997","07","01"
3179,"Una Cuncuna",37,100558,"['Mazapán']","['7rcYk7wXrIQYA2qBccfscc']",0.513,0.307,0,-10.204,0.0304,0.681,0,0.0951,0.42,129.867,"2011","04","19"
5830,"Boombidibyebye (feat. Ivone Cerdan)",41,217213,"['Keko Salata', 'Ivone Cerdan']","['18KcOgLds5SUgIpQIveiJN', '2eQozDHmnjDEMAq0XKyQer']",0.778,0.828,1,-5.864,0.0986,0.258,0,0.0676,0.409,97.97,"2017","04","19"
9056,"Halley Came to Jackson",29,190893,"['Mary Chapin Carpenter']","['0qAmeOULjwn04k6jMMeDyr']",0.477,0.442,4,-10.006,0.0334,0.793,0,0.277,0.597,79.633,"1989",NA,NA
24110,"The Hostage - Remastered",21,255935,"['Donna Summer']","['2eogQKWWoohI3BSnoG7E2U']",0.515,0.722,9,-4.998,0.0425,0.0592,0,0.0986,0.408,145.122,"1974","02","26"
25525,"Yung Hefner",57,135701,"['MORGENSHTERN']","['0XNKQFs2Ewb3y0VsFUFc5l']",0.969,0.65,10,-5.679,0.0988,0.000698,0.000187,0.0947,0.245,106.972,"2019","12","20"
28298,"See See Rider - Live at the Honolulu International Center",29,180111,"['Elvis Presley']","['43ZHCT0cAZBISjO8DG9PnE']",0.47,0.89,9,-10.053,0.275,0.254,0.0151,0.689,0.554,142.695,"1973","02","02"
322,"Kindness",34,117707,"['Joe Hisaishi']","['7nzSoJISlVJsn7O0yTeMOB']",0.381,0.191,9,-16.019,0.033,0.839,0.956,0.138,0.0783,77.591,"1999","05","26"
10231,"Frena Muchacho Loco - Remasterizado",0,206493,"['Francisco Canaro', 'Felix Gutierrez']","['2maQMqxNnlRrBrS1oAsrX9', '7kjVCqC1wv528djpFfTfUy']",0.742,0.256,9,-8.599,0.0826,0.991,0.104,0.126,0.705,125.173,"1932","12","26"
29291,"Drop A Gem On 'Em",48,257507,"['Mobb Deep']","['6O2zJ0tId7g07yzHtX0yap']",0.86,0.85,1,-2.975,0.18,0.00748,0.000893,0.264,0.65,94.994,"1996","11","19"
16201,"Gün Gelir",25,192880,"['Sezen Aksu']","['64d1rUxfizSAOE9UbMnUZd']",0.353,0.69,7,-6.23,0.0382,0.269,0.0011,0.44,0.468,106.76,"1978","07","01"
26526,"Paraskevas Kai Thomas",3,181933,"['Poll']","['2qYUwoA8CMi1510ZKQYWAF']",0.559,0.197,2,-15.239,0.027,0.498,0,0.0616,0.419,96.528,"1971",NA,NA
7973,"Morire Bebiendo",52,194400,"['Teodoro Reyes']","['2ElpWA67jmhM6LrDav4Jcy']",0.648,0.442,4,-9.895,0.0487,0.625,0,0.757,0.962,157.702,"1997",NA,NA
29416,"Kapitel 13 - als Ritter (Folge 042)",25,64341,"['Benjamin Blümchen']","['1l6d0RIxTL3JytlLGvWzYe']",0.585,0.799,9,-14.757,0.942,0.694,0,0.878,0.154,83.021,"1985","01","01"
9328,"La hoguera",31,236019,"['Extremoduro']","['3bgsNtcf5d5h9jbQbohfBK']",0.44,0.638,2,-10.659,0.0358,0.0233,9.79e-05,0.313,0.423,148.295,"1989",NA,NA
7018,"Welcome To Your Life - Jeremy Vancaulart Remix",26,358635,"['Gareth Emery', 'Jeremy Vancaulart']","['0hprEC0nsWuQPSHag1O2Vi', '5ImELkd8OgfpnIKfvCSmX8']",0.669,0.812,2,-6.497,0.0479,0.00198,0.0555,0.059,0.435,129.985,"2020","12","11"
7965,"Johnny Too Bad",49,183200,"['The Slickers']","['4gYhCmAiXZvNxC92ODseS4']",0.764,0.606,7,-8.754,0.155,0.106,0.179,0.267,0.717,165.795,"1972","07","07"
3026,"Guitar Serenades",5,202093,"['Bridget Bardot']","['08o2B8emQ6L8Du4Pi2h44g']",0.366,0.201,9,-16.723,0.0403,0.936,0.876,0.232,0.183,88.531,"1952",NA,NA
11701,"あなたがいた季節",18,268097,"['Kyoko Koizumi']","['47CIQFAst7iOrRZ16XOfP8']",0.712,0.487,0,-10.413,0.0235,0.712,5.02e-05,0.0982,0.437,90.884,"1991","07","26"
5931,"Mörkret Faller På",25,202014,"['Norrsken']","['2RN5PT0x6Xjj5wJayaGm37']",0.509,0.637,11,-7.88,0.0331,0.000257,0.534,0.181,0.812,123.075,"1981","01","01"
20162,"愛的羅曼死",43,281250,"['Jolin Tsai']","['1r9DuPTHiQ7hnRRZ99B8nL']",0.565,0.551,7,-8.172,0.0825,0.68,6.55e-05,0.129,0.353,121.935,"2018","12","25"
410,"Take Me To The River",16,225373,"['Al Green']","['3dkbV4qihUeMsqN4vBGg93']",0.786,0.418,9,-11.115,0.0432,0.218,0.000158,0.134,0.94,119.101,"1974","10","02"
