"iid","vid"
"88525_20190806","103154"
"18480_20190716","103120"
"98986_20190206","103120"
"18480_20181217","103142"
"79345_20190115","103105"
"95441_20180501","103161"
"76615_20190415","103139"
"89798_20170104","103144"
"88759_20180821","103144"
"88488_20170321","103105"
"76033_20181206","103139"
"27964_20190531","103144"
"97829_20190311","103124"
"94672_20190719","103124"
"80237_20190716","103142"
"92592_20171221","103114"
"32654_20190821","103131"
"78220_20190819","103154"
"69195_20170621","103150"
"920_20170410","103133"
"3443_20190716","103131"
"34505_20171116","103132"
"3151_20161114","103144"
"78243_20170921","103151"
"90219_20180905","103123"
"70459_20180806","103119"
"66229_20170920","103161"
"90991_20190719","103124"
"99014_20190522","103133"
"95495_20190821","103124"
"77031_20180710","103157"
"7880_20171107","103131"
"91340_20170830","103120"
"93900_20190708","103157"
"83994_20181127","103116"
"58576_20190822","103120"
"19138_20180315","103139"
"85166_20161005","103145"
"84533_20190806","103129"
"87154_20190305","103144"
"91208_20180418","103150"
"98376_20190125","103139"
"84533_20190806","103157"
"98866_20181203","103154"
"5312_20190304","103145"
"99056_20190722","103105"
"98985_20181027","103124"
"81103_20190313","103124"
"82998_20190109","103116"
"97356_20190214","103144"
"16329_20190806","103120"
"84469_20190614","103154"
"77901_20190717","103124"
"84619_20190924","103119"
"96599_20180904","103131"
"94679_20190412","103120"
"63597_20190910","103103"
"88525_20190806","103114"
"1304_20180711","103157"
"11304_20190709","103154"
"59025_20190611","103145"
"480_20190611","103107"
"2356_20190109","103145"
"3547_20190723","103144"
"835_20180917","103144"
"84548_20190123","103149"
"93362_20190409","103131"
"86002_20190509","103144"
"86134_20170320","103129"
"2798_20180716","103124"
"89453_20190401","103129"
"89027_20181109","103149"
"96285_20181004","103105"
"70225_20181010","103139"
"83135_20181204","103144"
"86168_20190102","103157"
"7747_20170722","103120"
"71008_20190820","103105"
"77852_20181108","103147"
"88082_20171115","103153"
"77098_20180913","103144"
"2234_20190826","103131"
"38797_20190625","103120"
"61136_20190927","103156"
"79406_20190813","103153"
"97321_20190821","103133"
"984_20170726","103114"
"91241_20181114","103156"
"77973_20190308","103154"
"18480_20171129","103108"
"18480_20181217","103132"
"7214_20190806","103142"
"999_20190909","103124"
"75701_20190404","103120"
"86406_20190207","103154"
"2721_20180718","103154"
"96938_20180822","103145"
"97519_20181109","103149"
"89344_20180820","103154"
"71008_20190820","103144"
"18480_20171129","103142"
"72046_20171004","103119"
"83709_20170919","103133"
"61494_20191003","103161"
"76513_20190724","103149"
"78102_20190408","103142"
"2622_20171106","103103"
"94590_20190905","103139"
"95190_20180911","103124"
"89335_20181217","103139"
"77703_20190819","103119"
"27964_20190531","103124"
"100096_20190816","103150"
"87795_20190613","103157"
"92453_20190315","103142"
"90955_20190716","103109"
"21807_20190724","103144"
"5316_20180918","103139"
"3206_20171115","103124"
"6564_20190724","103120"
"90482_20180927","103154"
"86134_20170320","103154"
"67446_20190723","103103"
"17689_20170905","103154"
"86002_20161122","103154"
"82345_20180807","103103"
"61550_20170626","103149"
"92928_20190614","103105"
"93022_20180907","103119"
"67075_20190627","103156"
"100418_20190816","103143"
"70797_20190717","103116"
"82142_20190912","103116"
"97913_20190724","103144"
"34222_20180501","103124"
"77693_20180822","103161"
"60473_20190910","103142"
"94760_20190412","103120"
"84500_20190312","103119"
"88115_20190404","103149"
"75448_20190128","103144"
"67554_20180717","103109"
"98928_20190321","103145"
"97661_20190716","103154"
"619_20190717","103105"
"77781_20190909","103144"
"100992_20190822","103145"
"92998_20180820","103144"
"91828_20170627","103120"
"3547_20190723","103154"
"36534_20180612","103142"
"88202_20190820","103133"
"92225_20190214","103120"
"86284_20171024","103133"
"85947_20171218","103114"
"77958_20170823","103143"
"96529_20180905","103119"
"92453_20180831","103109"
"985_20180712","103133"
"78779_20191002","103157"
"19138_20180315","103144"
"100941_20190906","103149"
"96565_20190312","103156"
"91390_20170505","103161"
"96938_20180822","103119"
"86406_20190207","103131"
"88303_20170313","103133"
"93897_20181207","103149"
"85779_20190903","103120"
"85924_20190819","103147"
"90212_20180927","103142"
"101232_20190906","103132"
"37879_20180221","103144"
"74994_20190625","103145"
"96285_20191002","103133"
"89027_20181109","103119"
"90622_20180821","103103"
"2766_20180413","103154"
"86134_20170320","103157"
"86296_20190522","103157"
"80554_20190103","103133"
"90622_20180821","103102"
"33386_20190719","103124"
"98788_20181130","103149"
"64161_20170623","103103"
"85947_20171218","103124"
"81235_20190404","103116"
"97801_20190404","103143"
"69762_20190415","103132"
"81235_20171019","103124"
"37038_20190522","103149"
"93187_20190611","103124"
"76436_20181009","103147"
"69501_20190305","103161"
"87645_20180821","103149"
"93489_20180810","103124"
"90622_20180821","103156"
"85986_20161011","103154"
"97938_20190128","103116"
"92453_20190723","103139"
"76436_20170802","103105"
"81328_20181130","103139"
"83423_20170328","103139"
"90813_20190603","103144"
"463_20190828","103154"
"1664_20190822","103124"
"95569_20180514","103143"
"93189_20180904","103150"
"1584_20190926","103133"
"87203_20190724","103124"
"93189_20180904","103133"
"86567_20190130","103142"
"89453_20190401","103150"
"74722_20190320","103124"
"81978_20170406","103124"
"91253_20180815","103149"
"81235_20190404","103133"
"3825_20190307","103149"
"7747_20170722","103119"
"10540_20170605","103133"
"79821_20190828","103154"
"631_20190717","103129"
"97356_20190823","103114"
"79414_20161017","103133"
"84451_20180928","103156"
"1726_20190611","103150"
"38797_20190625","103145"
"70576_20181012","103154"
"3374_20190725","103142"
"90622_20180821","103144"
"90705_20170303","103139"
"77693_20180822","103116"
"96214_20190314","103105"
"69253_20171208","103105"
"81978_20180227","103142"
"101242_20190906","103124"
"69147_20171109","103120"
"89071_20190603","103156"
"2358_20190807","103145"
"82655_20190626","103139"
"76957_20180928","103131"
"7661_20190626","103156"
"81579_20181130","103144"
"75063_20190814","103120"
"1199_20181214","103114"
"510_20190717","103124"
"3522_20161205","103109"
"90622_20180821","103172"
"37658_20181219","103119"
"985_20180924","103133"
"72027_20170830","103161"
"87209_20190109","103132"
"972_20190717","103133"
"63286_20190326","103142"
"60254_20190626","103149"
"87044_20190604","103145"
"36875_20190604","103116"
"93064_20190624","103109"
"93064_20190624","103119"
"83565_20190402","103129"
"70516_20190604","103109"
"18577_20190222","103124"
"90448_20170309","103139"
"86385_20180202","103132"
"500_20190201","103124"
"93150_20190708","103154"
"89276_20170505","103157"
"83841_20191002","103154"
"101188_20190716","103133"
"77427_20190716","103154"
"83005_20190109","103116"
"94973_20190719","103103"
"90894_20181115","103129"
"7537_20190919","103119"
"86539_20181010","103114"
"94972_20190719","103103"
"290_20190620","103143"
"70281_20190812","103114"
"83423_20170328","103131"
"90203_20181009","103149"
"90139_20170425","103139"
"93289_20190820","103120"
"10332_20190716","103154"
"2407_20190724","103142"
"99757_20190717","103103"
"7643_20190613","103144"
"93502_20190827","103105"
"81674_20190610","103125"
"97296_20181012","103119"
"76513_20190724","103105"
"70702_20190603","103124"
"80975_20180919","103145"
"67554_20180717","103120"
"79520_20181029","103120"
"91459_20170511","103144"
"91984_20180206","103119"
"79406_20190813","103119"
"77065_20190116","103139"
"93913_20190225","103105"
"78184_20170928","103109"
"97296_20181012","103109"
"99191_20190326","103157"
"81297_20190114","103161"
"9652_20190107","103133"
"75063_20190814","103138"
"96671_20180914","103120"
"77858_20171130","103144"
"87122_20161018","103154"
"95113_20190412","103129"
"91465_20190716","103144"
"27799_20181218","103145"
"93496_20190709","103124"
"59828_20190820","103118"
"96825_20181114","103120"
"88113_20190816","103120"
"3446_20190627","103119"
"99189_20190617","103150"
"3055_20180606","103144"
"81135_20190404","103149"
"88349_20180821","103144"
"90758_20190822","103154"
"90341_20170517","103131"
"90894_20181115","103119"
"81978_20170406","103139"
"97469_20190114","103102"
"90955_20190716","103144"
"69762_20171023","103142"
"71831_20190716","103103"
"35882_20190610","103157"
"2407_20190724","103131"
"3834_20180618","103145"
"101457_20190829","103133"
"73998_20180827","103157"
"83603_20180820","103139"
"77951_20190122","103120"
"3861_20190903","103144"
"90221_20190509","103109"
"21909_20190719","103157"
"95129_20190719","103120"
"95_20170307","103142"
"93835_20190312","103157"
"96721_20180817","103124"
"76513_20190108","103145"
"87044_20190604","103129"
"92927_20180112","103131"
"1199_20181214","103129"
"96580_20190725","103133"
"1304_20180131","103119"
"83711_20180220","103154"
"18480_20190716","103114"
"90458_20190611","103120"
"86567_20180208","103133"
"64814_20190731","103107"
"33054_20190830","103149"
"80631_20190718","103109"
"88063_20190924","103124"
"75888_20180919","103162"
"77693_20180822","103120"
"3796_20190710","103139"
"92441_20180926","103114"
"97700_20181127","103139"
"91911_20181126","103120"
"86160_20170522","103131"
"18480_20171129","103154"
"90437_20190301","103144"
"89188_20180703","103124"
"87791_20190604","103142"
"88340_20190304","103154"
"19002_20170620","103119"
"94877_20190403","103116"
"85532_20190219","103112"
"61563_20190802","103149"
"84698_20180801","103116"
"65014_20190801","103131"
"95463_20180419","103154"
"90214_20190603","103103"
"88340_20190304","103150"
"83566_20190821","103103"
"98081_20190827","103119"
"3485_20170711","103120"
"1970_20190718","103154"
"96813_20181218","103142"
"88910_20181211","103154"
"95440_20180509","103124"
"66517_20190524","103124"
"75701_20170810","103144"
"81667_20190814","103124"
"4538_20190814","103142"
"81758_20171103","103139"
"99757_20190717","103154"
"76685_20190402","103133"
"87482_20190528","103144"
"14071_20190716","103156"
"89927_20170321","103124"
"90622_20180821","103151"
"984_20170726","103124"
"2263_20171120","103109"
"3165_20190604","103114"
"91253_20180815","103120"
"64814_20190731","103131"
"90917_20170613","103144"
"84558_20190420","103129"
"2031_20190717","103154"
"90139_20190716","103133"
"82278_20190724","103120"
"81235_20191002","103120"
"3649_20181213","103152"
"97956_20190723","103139"
"87909_20171101","103131"
"94806_20180321","103131"
"72027_20170830","103154"
"92453_20180831","103125"
"77645_20190404","103145"
"10433_20190124","103154"
"83423_20180612","103102"
"90238_20170131","103120"
"86013_20190104","103156"
"92453_20180831","103162"
"85955_20190903","103109"
"76033_20181206","103108"
"3211_20190814","103154"
"86168_20190724","103124"
"100992_20190822","103162"
"66229_20170920","103147"
"2717_20190125","103145"
"99757_20190717","103137"
"63652_20190904","103144"
"92927_20180112","103130"
"78328_20190603","103114"
"92382_20190405","103129"
"18514_20190716","103105"
"78934_20180723","103144"
"36861_20170504","103120"
"92812_20171004","103145"
"77731_20180828","103124"
"66229_20190819","103144"
"89594_20190613","103107"
"86168_20190102","103144"
"3861_20190903","103103"
"100084_20190816","103132"
"10433_20190124","103112"
"74358_20180904","103139"
"68696_20190225","103147"
"74800_20190925","103105"
"74453_20190108","103149"
"92095_20190717","103154"
"77667_20180917","103144"
"89071_20190603","103142"
"63084_20190827","103144"
"98866_20181203","103142"
"94679_20190412","103133"
"78727_20180924","103120"
"89315_20170824","103119"
"86124_20180831","103131"
"89328_20161206","103142"
"18538_20190624","103119"
"7757_20190829","103177"
"88802_20190423","103116"
"1582_20181130","103103"
"88113_20180912","103131"
"79347_20190319","103121"
"81758_20171103","103102"
"89315_20190729","103154"
"80194_20181207","103157"
"70184_20180313","103133"
"89453_20190401","103154"
"86564_20190207","103129"
"3862_20190311","103154"
"78698_20170110","103120"
"62769_20171103","103154"
"96845_20180726","103152"
"86002_20190509","103148"
"87021_20181113","103142"
"97200_20190123","103119"
"1652_20190611","103161"
"94542_20190822","103133"
"99734_20190305","103120"
"73955_20190924","103133"
"94679_20190412","103129"
"80961_20180821","103149"
"66901_20190620","103154"
"94722_20181025","103149"
"95495_20190821","103156"
"84971_20171106","103102"
"69403_20190613","103124"
"83805_20190829","103133"
"3482_20191003","103144"
"69324_20170830","103105"
"631_20180709","103131"
"89773_20170719","103119"
"94943_20180911","103120"
"90939_20181009","103132"
"95671_20181109","103150"
"96653_20180919","103105"
"86470_20181031","103119"
"78934_20180723","103120"
"972_20190717","103154"
"77558_20180918","103102"
"91873_20170629","103143"
"1304_20180131","103149"
"20367_20190103","103139"
"73955_20180919","103161"
"90449_20180822","103149"
"10990_20190717","103119"
"69186_20190926","103124"
"70723_20190611","103127"
"3651_20170622","103109"
"95656_20180521","103149"
"87613_20170908","103120"
"89315_20170824","103120"
"86002_20171120","103142"
"71008_20190820","103154"
"68131_20190926","103154"
"76511_20190814","103133"
"59025_20190611","103124"
"38197_20171127","103130"
"90212_20180927","103114"
"86002_20161122","103129"
"86160_20170522","103103"
"96592_20190313","103120"
"90238_20190423","103144"
"37879_20181206","103144"
"75217_20190123","103161"
"65860_20180430","103139"
"89328_20190304","103149"
"5312_20190304","103139"
"7711_20170628","103103"
"77065_20190116","103114"
"98376_20190904","103129"
"81978_20170406","103150"
"81704_20181012","103116"
"99763_20190327","103103"
"480_20190611","103124"
"64161_20170623","103148"
"94269_20180206","103133"
"835_20190702","103152"
"81651_20190404","103109"
"82538_20190611","103131"
"65856_20190828","103158"
"87079_20190611","103120"
"90238_20170131","103141"
"18686_20180103","103119"
"75217_20190806","103133"
"94722_20181025","103120"
"95129_20190719","103121"
"78019_20190108","103152"
"88326_20181114","103120"
"86002_20190509","103161"
"76997_20190827","103105"
"11304_20190709","103119"
"70184_20170821","103133"
"76681_20171018","103149"
"94243_20190716","103150"
"80201_20181113","103119"
"83553_20181116","103124"
"90893_20190319","103124"
"3324_20190910","103103"
"100480_20190814","103143"
"92453_20190315","103116"
"10990_20190717","103149"
"82950_20190822","103120"
"89071_20190603","103109"
"97550_20190626","103129"
"985_20190709","103157"
"34505_20171116","103120"
"78215_20190304","103121"
"3229_20180207","103119"
"81800_20190114","103154"
"88554_20170213","103144"
"60355_20190715","103129"
"91028_20190821","103133"
"83642_20170908","103120"
"81316_20170124","103116"
"77901_20190205","103119"
"82143_20181012","103109"
"92387_20181001","103154"
"3189_20190701","103124"
"97102_20190104","103142"
"91911_20181126","103109"
"66331_20180731","103131"
"13623_20180622","103105"
"81235_20171019","103105"
"83636_20181109","103149"
"78619_20190410","103157"
"74722_20190320","103129"
"87021_20181113","103124"
"91984_20190627","103119"
"1352_20170726","103157"
"99509_20190603","103154"
"59828_20190820","103139"
"66705_20181129","103109"
"4718_20190930","103144"
"95539_20190402","103157"
"68105_20190607","103157"
"39888_20190729","103149"
"88066_20190430","103105"
"97313_20190610","103149"
"90214_20190603","103105"
"79267_20190313","103144"
"85317_20190304","103156"
"81978_20170406","103155"
"70516_20190604","103156"
"70282_20190301","103143"
"94188_20181023","103124"
"77566_20181116","103133"
"744_20190930","103119"
"60898_20170214","103103"
"94126_20180822","103139"
"86231_20181024","103157"
"81866_20190819","103139"
"73955_20180919","103139"
"2766_20180413","103139"
"83005_20190109","103103"
"34839_20170109","103132"
"4555_20171128","103144"
"24572_20171004","103119"
"96034_20190312","103139"
"94347_20190930","103154"
"100059_20190815","103124"
"5833_20190226","103120"
"3403_20181218","103103"
"66736_20180410","103132"
"61602_20180105","103103"
"7643_20190613","103120"
"18825_20190918","103105"
"90925_20170613","103105"
"2749_20191002","103144"
"85722_20190416","103156"
"77404_20180123","103102"
"99388_20190826","103124"
"10332_20190716","103103"
"71831_20190716","103124"
"92666_20190116","103124"
"91999_20170718","103124"
"35862_20190701","103109"
"85317_20190304","103120"
"78019_20190108","103153"
"75701_20180801","103144"
"76513_20190108","103144"
"100752_20190927","103124"
"70282_20190301","103149"
"81509_20190924","103103"
"90945_20190606","103119"
"68764_20190304","103124"
"79366_20190813","103144"
"85157_20190613","103147"
"100418_20190816","103139"
"76633_20181026","103149"
"10990_20190717","103139"
"93835_20191001","103142"
"58611_20190829","103161"
"65238_20190606","103105"
"2808_20190717","103120"
"1263_20191002","103114"
"96571_20190403","103133"
"94910_20180824","103139"
"92171_20170905","103121"
"90194_20180601","103119"
"81235_20161019","103144"
"949_20190820","103120"
"3982_20190801","103131"
"39205_20190626","103139"
"57755_20190607","103145"
"665_20190625","103144"
"68219_20190829","103145"
"442_20180123","103133"
"70778_20190429","103119"
"90441_20190301","103129"
"60355_20190715","103157"
"86718_20181005","103144"
"37115_20190604","103105"
"2920_20190717","103144"
"4797_20190830","103149"
"1018_20170718","103124"
"97322_20190102","103120"
"101671_20191003","103144"
"3114_20190822","103124"
"88433_20190207","103105"
"37405_20190620","103109"
"89069_20190624","103144"
"64612_20180226","103154"
"3651_20190321","103156"
"935_20190708","103142"
"78928_20181205","103142"
"10433_20190124","103144"
"76997_20190827","103154"
"90288_20170401","103148"
"92444_20190716","103116"
"91572_20170519","103120"
"72024_20190204","103124"
"68089_20180430","103144"
"4797_20190830","103119"
"100941_20190906","103124"
"80201_20181113","103129"
"68916_20190805","103116"
"94149_20181017","103154"
"79565_20181015","103131"
"100362_20190606","103131"
"90257_20180817","103154"
"7661_20190626","103103"
"95067_20180410","103102"
"7643_20190613","103104"
"62735_20161107","103149"
"13062_20170207","103144"
"7558_20191001","103139"
"88712_20190829","103145"
"77714_20190603","103162"
"2764_20181011","103103"
"85824_20190716","103103"
"81987_20190403","103157"
"65238_20190606","103116"
"75013_20190611","103124"
"435_20190823","103119"
"79821_20180821","103132"
"70306_20190725","103144"
"72093_20180822","103124"
"90114_20190403","103144"
"97519_20181109","103119"
"34591_20180307","103139"
"92592_20171221","103120"
"95569_20180514","103154"
"95067_20180410","103131"
"82041_20190829","103124"
"75353_20190116","103149"
"101697_20190820","103154"
"78332_20180824","103139"
"79821_20190828","103132"
"18514_20190716","103133"
"93245_20190108","103139"
"2689_20190423","103124"
"73955_20180919","103103"
"83403_20180824","103154"
"60355_20190715","103119"
"69186_20190926","103133"
"66705_20190911","103119"
"79565_20181015","103152"
"92749_20181010","103147"
"97048_20190717","103156"
"798_20161209","103114"
"77852_20181108","103149"
"82058_20190424","103103"
"81866_20190124","103144"
"87765_20180905","103150"
"88831_20181205","103154"
"90514_20190923","103144"
"95761_20181114","103121"
"82196_20170412","103154"
"88480_20181113","103149"
"92666_20190116","103157"
"91428_20170516","103129"
"77031_20180710","103133"
"36534_20170523","103124"
"89328_20190304","103120"
"98154_20190312","103149"
"88475_20181120","103157"
"84921_20180824","103161"
"97277_20190617","103103"
"89072_20180917","103103"
"81719_20190924","103144"
"74149_20190718","103154"
"89025_20161027","103109"
"7636_20181017","103109"
"34708_20190814","103139"
"619_20190717","103151"
"60067_20190610","103120"
"36534_20170523","103114"
"91619_20190410","103153"
"93245_20190108","103103"
"89982_20190110","103138"
"88100_20190611","103124"
"10433_20190124","103131"
"89025_20190416","103109"
"78981_20170209","103139"
"88831_20181205","103149"
"5016_20190816","103108"
"10332_20190716","103114"
"97844_20181003","103154"
"59828_20190820","103138"
"2233_20190708","103119"
"96653_20180919","103161"
"98866_20190814","103144"
"3614_20181011","103154"
"5074_20170829","103154"
"5144_20190730","103154"
"81540_20190604","103124"
"92149_20190715","103109"
"19373_20170426","103156"
"78328_20190603","103145"
"96110_20190701","103150"
"3522_20190910","103142"
"94615_20190402","103142"
"94644_20190719","103103"
"91459_20170511","103133"
"36022_20170223","103157"
"66979_20190313","103120"
"81518_20181108","103149"
"1991_20190814","103154"
"18480_20190716","103144"
"61602_20180105","103154"
"77645_20190404","103147"
"77901_20190205","103153"
"985_20190709","103133"
"101232_20190906","103120"
"75448_20190128","103124"
"77714_20190603","103150"
"2907_20190829","103144"
"84558_20180924","103162"
"89328_20161206","103145"
"85518_20170124","103124"
"64814_20190731","103149"
"83403_20180824","103142"
"90652_20190320","103161"
"4732_20170719","103116"
"93298_20190129","103145"
"67510_20190829","103116"
"39481_20181019","103149"
"100041_20190520","103105"
"61499_20190903","103147"
"619_20190717","103154"
"72027_20170830","103120"
"77667_20180917","103119"
"9652_20190606","103114"
"90256_20170105","103144"
"94394_20190111","103170"
"79821_20180821","103109"
"7512_20190821","103124"
"91287_20181102","103120"
"88087_20190610","103154"
"72027_20170830","103144"
"38112_20180209","103116"
"83362_20190607","103144"
"78621_20190820","103149"
"4643_20190607","103144"
"94710_20190617","103119"
"63755_20190814","103114"
"81990_20190805","103144"
"2995_20170809","103133"
"24534_20190718","103144"
"58675_20190717","103154"
"99136_20190930","103154"
"69501_20190305","103144"
"2995_20170809","103125"
"98154_20190312","103103"
"97295_20190918","103120"
"78328_20190603","103133"
"25301_20190626","103154"
"4590_20190611","103154"
"70416_20190311","103154"
"81978_20170406","103114"
"72024_20190204","103103"
"87123_20181023","103149"
"98_20171003","103119"
"97682_20190626","103120"
"75429_20181213","103145"
"65427_20190418","103105"
"4479_20180201","103131"
"94910_20180824","103149"
"61438_20190425","103124"
"70142_20180212","103119"
"95437_20190904","103144"
"77532_20180226","103141"
"84548_20190123","103103"
"985_20190709","103142"
"92171_20170905","103143"
"84548_20190123","103132"
"95671_20181109","103116"
"66736_20180410","103133"
"92049_20190814","103114"
"90945_20170626","103103"
"81089_20190626","103144"
"95361_20180518","103119"
"5990_20190624","103112"
"86990_20170829","103119"
"85532_20190219","103144"
"18480_20161007","103149"
"19003_20190416","103116"
"1122_20190925","103145"
"5833_20190920","103120"
"39481_20181019","103156"
"100560_20190903","103124"
"75063_20190814","103124"
"91826_20181109","103119"
"3286_20190214","103157"
"76817_20181004","103119"
"32654_20190821","103149"
"90503_20180919","103149"
"798_20161209","103162"
"97661_20190716","103120"
"95537_20180511","103149"
"7558_20191001","103144"
"92707_20180823","103119"
"63763_20190826","103120"
"97683_20190315","103149"
"4797_20190830","103139"
"3189_20190701","103145"
"95177_20181210","103105"
"5866_20190916","103119"
"74866_20170508","103124"
"68079_20190716","103154"
"88475_20181120","103103"
"68036_20190930","103161"
"81667_20190814","103114"
"81667_20190814","103142"
"68764_20190304","103142"
"34434_20180109","103109"
"94706_20190909","103154"
"3495_20190626","103142"
"2766_20190614","103105"
"89847_20190213","103119"
"77858_20171130","103119"
"89071_20190603","103161"
"2863_20190805","103154"
"91279_20190104","103157"
"99045_20190305","103145"
"2356_20161107","103103"
"35882_20190610","103154"
"2974_20170308","103149"
"60561_20190507","103149"
"81978_20170406","103109"
"98866_20190814","103118"
"83403_20180824","103144"
"74399_20170821","103131"
"77951_20190122","103124"
"91067_20190930","103120"
"86002_20171120","103144"
"80417_20190731","103157"
"835_20180917","103154"
"94910_20180824","103133"
"76997_20190827","103124"
"77958_20180731","103144"
"94331_20190730","103129"
"393_20190829","103124"
"96573_20180823","103133"
"1991_20190814","103103"
"85835_20180917","103119"
"92477_20190107","103139"
"93026_20171003","103154"
"39810_20190910","103124"
"69527_20190812","103129"
"93182_20181213","103132"
"66901_20190620","103144"
"3846_20190718","103103"
"64195_20170104","103142"
"68036_20190930","103119"
"82041_20190829","103103"
"66406_20190822","103131"
"91153_20180913","103145"
"76511_20190814","103119"
"86358_20190725","103124"
"3561_20190722","103143"
"59289_20190823","103124"
"86168_20190102","103118"
"65770_20190611","103103"
"5888_20190920","103119"
"65014_20190801","103154"
"59025_20190611","103144"
"90194_20170412","103120"
"100752_20190927","103119"
"75063_20181001","103119"
"95095_20190611","103124"
"94911_20180501","103124"
"81316_20190304","103132"
"82324_20190604","103154"
"65901_20190708","103138"
"76511_20190814","103154"
"95192_20180823","103145"
"67564_20190826","103161"
"90846_20181212","103132"
"4538_20190814","103154"
"71008_20190820","103142"
"82466_20180828","103144"
"63755_20190814","103139"
"99747_20190508","103105"
"92116_20170706","103143"
"72027_20180430","103124"
"29950_20191001","103154"
"90427_20170420","103120"
"75353_20190725","103149"
"101162_20190906","103120"
"38197_20171127","103138"
"91041_20190905","103139"
"75217_20190123","103142"
"80164_20190204","103109"
"1065_20190718","103132"
"7216_20190416","103116"
"92812_20171004","103139"
"80479_20190715","103131"
"82058_20190424","103133"
"4555_20171128","103161"
"75375_20190115","103149"
"7558_20191001","103143"
"68963_20180724","103105"
"78328_20190603","103143"
"2357_20190722","103124"
"90067_20190917","103103"
"65860_20180430","103154"
"75468_20190319","103133"
"87541_20190607","103109"
"82996_20190109","103116"
"920_20170410","103124"
"76817_20181004","103103"
"91999_20170718","103144"
"94679_20180326","103119"
"442_20180123","103154"
"78756_20190405","103156"
"80242_20190129","103149"
"95495_20190821","103152"
"7575_20190910","103144"
"89497_20190326","103144"
"93390_20171129","103150"
"1768_20190918","103112"
"4803_20170726","103133"
"80887_20180927","103152"
"81866_20190124","103132"
"34434_20180109","103133"
"1487_20190610","103156"
"77645_20190404","103149"
"93193_20171107","103154"
"81235_20171019","103119"
"90214_20190603","103154"
"77031_20180710","103108"
"70723_20190611","103103"
"94094_20180924","103149"
"78278_20181005","103119"
"10990_20190717","103120"
"88281_20171115","103119"
"2292_20190716","103139"
"93422_20190708","103119"
"81473_20190501","103120"
"35592_20190729","103142"
"75575_20190827","103159"
"70516_20190604","103133"
"39113_20190715","103103"
"71831_20190716","103156"
"2292_20190716","103154"
"709_20170112","103148"
"65856_20170821","103150"
"66705_20190911","103114"
"93105_20190515","103114"
"90914_20170613","103144"
"2031_20190717","103133"
"95560_20180531","103131"
"1921_20180228","103157"
"39608_20190314","103149"
"62767_20190626","103144"
"97989_20190807","103114"
"66255_20190613","103116"
"82655_20190626","103145"
"86379_20181126","103144"
"24572_20190716","103108"
"82733_20190722","103132"
"65856_20190828","103157"
"86539_20181010","103129"
"78698_20180828","103120"
"37658_20181219","103151"
"69850_20180824","103129"
"60898_20170214","103119"
"72027_20180430","103120"
"86002_20161122","103149"
"99048_20190403","103154"
"34839_20190611","103139"
"95845_20190716","103109"
"77760_20190326","103152"
"34434_20190307","103154"
"589_20190723","103133"
"93127_20190320","103131"
"83097_20181206","103133"
"7216_20190416","103154"
"83575_20180828","103105"
"64195_20170104","103154"
"59935_20190904","103120"
"1921_20180228","103135"
"97613_20190603","103102"
"24572_20190716","103139"
"81647_20190403","103162"
"92116_20180829","103119"
"93460_20181214","103119"
"67510_20190829","103149"
"65860_20180430","103153"
"57755_20190607","103124"
"95656_20190815","103124"
"2031_20190717","103114"
"84165_20190305","103124"
"97192_20180924","103144"
"93835_20191001","103124"
"84548_20190123","103102"
"38564_20190822","103109"
"7457_20190904","103149"
"60067_20190610","103149"
"91390_20190117","103114"
"71149_20190404","103124"
"91465_20190716","103119"
"85924_20190204","103116"
"78328_20190807","103133"
"1005_20190808","103132"
"79782_20190130","103137"
"68451_20180226","103119"
"89927_20170321","103119"
"1262_20191002","103157"
"97503_20180918","103144"
"71322_20190621","103113"
"87044_20190604","103124"
"83365_20190308","103154"
"80253_20190410","103134"
"88429_20180418","103150"
"1542_20191001","103144"
"69606_20190930","103145"
"891_20190805","103144"
"69850_20180824","103173"
"92666_20190116","103103"
"11304_20190709","103124"
"90801_20190404","103119"
"2676_20190626","103103"
"101294_20190821","103124"
"2256_20190716","103109"
"97295_20181212","103102"
"7055_20190730","103124"
"59021_20190815","103124"
"2292_20190716","103131"
"39113_20190715","103154"
"63763_20190826","103142"
"86359_20190206","103144"
"835_20180917","103139"
"81602_20190403","103124"
"84892_20161026","103142"
"86002_20171120","103161"
"19002_20180607","103157"
"11379_20180424","103162"
"95219_20180911","103129"
"2008_20190625","103144"
"89993_20180911","103131"
"98866_20181203","103109"
"26340_20170424","103133"
"164_20170908","103120"
"84124_20190205","103109"
"86150_20181217","103133"
"86013_20190104","103154"
"10540_20170605","103143"
"81235_20180411","103144"
"88087_20190610","103103"
"99757_20190717","103119"
"18480_20171129","103124"
"98280_20190115","103149"
"7748_20180327","103120"
"37168_20190909","103153"
"90139_20190716","103132"
"10433_20190124","103103"
"4986_20170522","103149"
"96781_20190315","103129"
"19002_20170620","103124"
"87765_20180905","103124"
"74399_20190319","103108"
"77564_20170718","103109"
"63860_20190710","103131"
"74399_20190319","103118"
"78663_20190716","103120"
"5257_20190911","103144"
"81540_20190604","103133"
"80201_20181113","103154"
"87778_20161011","103150"
"26379_20171004","103133"
"709_20170112","103105"
"99819_20190716","103120"
"99388_20190826","103138"
"65831_20190823","103131"
"86406_20190826","103148"
"79217_20190813","103156"
"4718_20190930","103107"
"68160_20190624","103119"
