"iid","date","score","type"
"286_20190410","04/10/2019 12:00:00 AM","-1","Non-inspection site visit"
"2871_20170118","01/18/2017 12:00:00 AM","96","Routine - Unscheduled"
"2871_20180223","02/23/2018 12:00:00 AM","96","Routine - Unscheduled"
"2871_20180727","07/27/2018 12:00:00 AM","-1","Non-inspection site visit"
"2871_20190220","02/20/2019 12:00:00 AM","94","Routine - Unscheduled"
"28843_20170303","03/03/2017 12:00:00 AM","92","Routine - Unscheduled"
"28843_20181004","10/04/2018 12:00:00 AM","-1","Foodborne Illness Investigation"
"28843_20190104","01/04/2019 12:00:00 AM","88","Routine - Unscheduled"
"28843_20190111","01/11/2019 12:00:00 AM","-1","Reinspection/Followup"
"28843_20190711","07/11/2019 12:00:00 AM","89","Routine - Unscheduled"
"28843_20190726","07/26/2019 12:00:00 AM","-1","Reinspection/Followup"
"2884_20161108","11/08/2016 12:00:00 AM","100","Routine - Unscheduled"
"2884_20171204","12/04/2017 12:00:00 AM","100","Routine - Unscheduled"
"2884_20181115","11/15/2018 12:00:00 AM","-1","Complaint"
"2884_20190403","04/03/2019 12:00:00 AM","96","Routine - Unscheduled"
"2893_20170919","09/19/2017 12:00:00 AM","86","Routine - Unscheduled"
"2893_20180523","05/23/2018 12:00:00 AM","88","Routine - Unscheduled"
"2893_20190627","06/27/2019 12:00:00 AM","94","Routine - Unscheduled"
"2893_20190809","08/09/2019 12:00:00 AM","-1","Reinspection/Followup"
"28976_20170619","06/19/2017 12:00:00 AM","100","Routine - Unscheduled"
"28976_20180608","06/08/2018 12:00:00 AM","94","Routine - Unscheduled"
"28976_20190205","02/05/2019 12:00:00 AM","98","Routine - Unscheduled"
"28976_20190826","08/26/2019 12:00:00 AM","98","Routine - Unscheduled"
"2898_20161103","11/03/2016 12:00:00 AM","94","Routine - Unscheduled"
"2898_20170515","05/15/2017 12:00:00 AM","-1","Complaint"
"2898_20180412","04/12/2018 12:00:00 AM","94","Routine - Unscheduled"
"2898_20190130","01/30/2019 12:00:00 AM","-1","Foodborne Illness Investigation"
"2898_20190322","03/22/2019 12:00:00 AM","-1","Foodborne Illness Investigation"
"2898_20190816","08/16/2019 12:00:00 AM","96","Routine - Unscheduled"
"2899_20161213","12/13/2016 12:00:00 AM","94","Routine - Unscheduled"
"2899_20190404","04/04/2019 12:00:00 AM","90","Routine - Unscheduled"
"2907_20171204","12/04/2017 12:00:00 AM","83","Routine - Unscheduled"
"2907_20180103","01/03/2018 12:00:00 AM","-1","Reinspection/Followup"
"2907_20180320","03/20/2018 12:00:00 AM","-1","Reinspection/Followup"
"2907_20180918","09/18/2018 12:00:00 AM","80","Routine - Unscheduled"
"2907_20181019","10/19/2018 12:00:00 AM","-1","Reinspection/Followup"
"2907_20190228","02/28/2019 12:00:00 AM","-1","Complaint"
"2907_20190301","03/01/2019 12:00:00 AM","-1","Complaint Reinspection/Followup"
"2907_20190829","08/29/2019 12:00:00 AM","86","Routine - Unscheduled"
"290_20180320","03/20/2018 12:00:00 AM","98","Routine - Unscheduled"
"290_20190620","06/20/2019 12:00:00 AM","-1","Complaint"
"2917_20161005","10/05/2016 12:00:00 AM","89","Routine - Unscheduled"
"2917_20171101","11/01/2017 12:00:00 AM","96","Routine - Unscheduled"
"2917_20190501","05/01/2019 12:00:00 AM","92","Routine - Unscheduled"
"2917_20190516","05/16/2019 12:00:00 AM","-1","Reinspection/Followup"
"2917_20190731","07/31/2019 12:00:00 AM","-1","Non-inspection site visit"
"2919_20161005","10/05/2016 12:00:00 AM","-1","Complaint"
"2919_20171101","11/01/2017 12:00:00 AM","98","Routine - Unscheduled"
"2919_20190501","05/01/2019 12:00:00 AM","94","Routine - Unscheduled"
"2919_20190516","05/16/2019 12:00:00 AM","-1","Reinspection/Followup"
"2920_20170417","04/17/2017 12:00:00 AM","96","Routine - Unscheduled"
"2920_20180426","04/26/2018 12:00:00 AM","100","Routine - Unscheduled"
"2920_20190717","07/17/2019 12:00:00 AM","96","Routine - Unscheduled"
"2920_20190821","08/21/2019 12:00:00 AM","-1","Reinspection/Followup"
"2920_20190904","09/04/2019 12:00:00 AM","-1","Reinspection/Followup"
"2920_20190911","09/11/2019 12:00:00 AM","-1","Reinspection/Followup"
"2922_20161216","12/16/2016 12:00:00 AM","76","Routine - Unscheduled"
"2922_20170127","01/27/2017 12:00:00 AM","-1","Reinspection/Followup"
"2922_20170921","09/21/2017 12:00:00 AM","98","Routine - Unscheduled"
"2922_20190718","07/18/2019 12:00:00 AM","82","Routine - Unscheduled"
"2922_20190729","07/29/2019 12:00:00 AM","-1","Reinspection/Followup"
"2922_20190916","09/16/2019 12:00:00 AM","-1","Reinspection/Followup"
"2922_20190925","09/25/2019 12:00:00 AM","-1","Reinspection/Followup"
"29246_20170621","06/21/2017 12:00:00 AM","87","Routine - Unscheduled"
"29246_20171116","11/16/2017 12:00:00 AM","94","Routine - Unscheduled"
"29246_20190131","01/31/2019 12:00:00 AM","-1","Complaint"
"29246_20190201","02/01/2019 12:00:00 AM","-1","Reinspection/Followup"
"2924_20161207","12/07/2016 12:00:00 AM","82","Routine - Unscheduled"
"2924_20171205","12/05/2017 12:00:00 AM","98","Routine - Unscheduled"
"2924_20190418","04/18/2019 12:00:00 AM","94","Routine - Unscheduled"
"2924_20190506","05/06/2019 12:00:00 AM","-1","Reinspection/Followup"
"2924_20190712","07/12/2019 12:00:00 AM","-1","Reinspection/Followup"
"2925_20161207","12/07/2016 12:00:00 AM","88","Routine - Unscheduled"
"2925_20171205","12/05/2017 12:00:00 AM","89","Routine - Unscheduled"
"2925_20190418","04/18/2019 12:00:00 AM","92","Routine - Unscheduled"
"2925_20190506","05/06/2019 12:00:00 AM","-1","Reinspection/Followup"
"2926_20170316","03/16/2017 12:00:00 AM","82","Routine - Unscheduled"
"2926_20190709","07/09/2019 12:00:00 AM","92","Routine - Unscheduled"
"2926_20190717","07/17/2019 12:00:00 AM","-1","Reinspection/Followup"
"2928_20161214","12/14/2016 12:00:00 AM","100","Routine - Unscheduled"
"2928_20170831","08/31/2017 12:00:00 AM","94","Routine - Unscheduled"
"2928_20190515","05/15/2019 12:00:00 AM","91","Routine - Unscheduled"
"2928_20190524","05/24/2019 12:00:00 AM","-1","Reinspection/Followup"
"2929_20180604","06/04/2018 12:00:00 AM","98","Routine - Unscheduled"
"29304_20180112","01/12/2018 12:00:00 AM","92","Routine - Unscheduled"
"29304_20180131","01/31/2018 12:00:00 AM","-1","Reinspection/Followup"
"29312_20180423","04/23/2018 12:00:00 AM","100","Routine - Unscheduled"
"29312_20181212","12/12/2018 12:00:00 AM","90","Routine - Unscheduled"
"29312_20190827","08/27/2019 12:00:00 AM","96","Routine - Unscheduled"
"2933_20161006","10/06/2016 12:00:00 AM","-1","Complaint"
"2933_20161107","11/07/2016 12:00:00 AM","-1","Complaint Reinspection/Followup"
"2933_20170807","08/07/2017 12:00:00 AM","83","Routine - Unscheduled"
"2933_20180208","02/08/2018 12:00:00 AM","79","Routine - Unscheduled"
"2933_20180220","02/20/2018 12:00:00 AM","-1","Reinspection/Followup"
"2933_20190212","02/12/2019 12:00:00 AM","90","Routine - Unscheduled"
"2934_20170912","09/12/2017 12:00:00 AM","88","Routine - Unscheduled"
"2934_20170919","09/19/2017 12:00:00 AM","-1","Reinspection/Followup"
"2934_20180323","03/23/2018 12:00:00 AM","85","Routine - Unscheduled"
"2934_20180330","03/30/2018 12:00:00 AM","-1","Reinspection/Followup"
"2934_20180816","08/16/2018 12:00:00 AM","-1","Foodborne Illness Investigation"
"2934_20180831","08/31/2018 12:00:00 AM","-1","Complaint Reinspection/Followup"
"2934_20190425","04/25/2019 12:00:00 AM","94","Routine - Unscheduled"
"2934_20190626","06/26/2019 12:00:00 AM","-1","Complaint"
"2941_20171129","11/29/2017 12:00:00 AM","87","Routine - Unscheduled"
"2941_20190509","05/09/2019 12:00:00 AM","89","Routine - Unscheduled"
"2941_20190510","05/10/2019 12:00:00 AM","-1","Reinspection/Followup"
"29428_20170531","05/31/2017 12:00:00 AM","92","Routine - Unscheduled"
"29428_20180130","01/30/2018 12:00:00 AM","81","Routine - Unscheduled"
"29428_20180209","02/09/2018 12:00:00 AM","-1","Reinspection/Followup"
"29428_20180723","07/23/2018 12:00:00 AM","85","Routine - Unscheduled"
"29429_20171218","12/18/2017 12:00:00 AM","85","Routine - Unscheduled"
"29429_20171226","12/26/2017 12:00:00 AM","-1","Reinspection/Followup"
"29429_20171227","12/27/2017 12:00:00 AM","-1","Reinspection/Followup"
"29429_20171228","12/28/2017 12:00:00 AM","-1","Reinspection/Followup"
"29429_20190626","06/26/2019 12:00:00 AM","90","Routine - Unscheduled"
"29429_20190711","07/11/2019 12:00:00 AM","-1","Complaint Reinspection/Followup"
"2942_20170419","04/19/2017 12:00:00 AM","-1","Complaint"
"2942_20170613","06/13/2017 12:00:00 AM","-1","Complaint"
"2942_20180119","01/19/2018 12:00:00 AM","96","Routine - Unscheduled"
"2942_20180622","06/22/2018 12:00:00 AM","-1","Complaint"
"2942_20181005","10/05/2018 12:00:00 AM","-1","Complaint"
"2942_20181029","10/29/2018 12:00:00 AM","-1","Complaint"
"2942_20181129","11/29/2018 12:00:00 AM","-1","Complaint"
"2942_20190111","01/11/2019 12:00:00 AM","88","Routine - Unscheduled"
"2942_20190305","03/05/2019 12:00:00 AM","-1","Complaint"
"2942_20190402","04/02/2019 12:00:00 AM","-1","Complaint"
"2942_20190604","06/04/2019 12:00:00 AM","-1","New Construction"
"2942_20190916","09/16/2019 12:00:00 AM","-1","Foodborne Illness Investigation"
"2942_20190926","09/26/2019 12:00:00 AM","-1","Reinspection/Followup"
"2945_20161012","10/12/2016 12:00:00 AM","80","Routine - Unscheduled"
"2945_20161019","10/19/2016 12:00:00 AM","-1","Reinspection/Followup"
"2945_20171206","12/06/2017 12:00:00 AM","94","Routine - Unscheduled"
"2945_20180801","08/01/2018 12:00:00 AM","86","Routine - Unscheduled"
"2949_20161117","11/17/2016 12:00:00 AM","-1","Complaint"
"2949_20170501","05/01/2017 12:00:00 AM","90","Routine - Unscheduled"
"2949_20170801","08/01/2017 12:00:00 AM","-1","Reinspection/Followup"
"2949_20171117","11/17/2017 12:00:00 AM","-1","Complaint"
"2949_20190307","03/07/2019 12:00:00 AM","94","Routine - Unscheduled"
"2957_20161102","11/02/2016 12:00:00 AM","-1","Non-inspection site visit"
"2957_20180501","05/01/2018 12:00:00 AM","100","Routine - Unscheduled"
"2957_20190502","05/02/2019 12:00:00 AM","94","Routine - Unscheduled"
"29610_20161221","12/21/2016 12:00:00 AM","-1","Complaint"
"29610_20170901","09/01/2017 12:00:00 AM","79","Routine - Unscheduled"
"29610_20170914","09/14/2017 12:00:00 AM","-1","Reinspection/Followup"
"29610_20181009","10/09/2018 12:00:00 AM","66","Routine - Unscheduled"
"29610_20181010","10/10/2018 12:00:00 AM","-1","Reinspection/Followup"
"29610_20181011","10/11/2018 12:00:00 AM","-1","Reinspection/Followup"
"29610_20181203","12/03/2018 12:00:00 AM","-1","Complaint"
"2970_20170823","08/23/2017 12:00:00 AM","98","Routine - Unscheduled"
"2970_20180305","03/05/2018 12:00:00 AM","96","Routine - Unscheduled"
"2971_20180112","01/12/2018 12:00:00 AM","100","Routine - Unscheduled"
"2972_20180123","01/23/2018 12:00:00 AM","81","Routine - Unscheduled"
"2972_20180130","01/30/2018 12:00:00 AM","-1","Reinspection/Followup"
"2972_20190322","03/22/2019 12:00:00 AM","80","Routine - Unscheduled"
"2972_20190410","04/10/2019 12:00:00 AM","-1","Reinspection/Followup"
"2974_20170308","03/08/2017 12:00:00 AM","-1","Complaint"
"2974_20170323","03/23/2017 12:00:00 AM","-1","Complaint Reinspection/Followup"
"2974_20170411","04/11/2017 12:00:00 AM","-1","Complaint Reinspection/Followup"
"2974_20180606","06/06/2018 12:00:00 AM","87","Routine - Unscheduled"
"2974_20180717","07/17/2018 12:00:00 AM","94","Routine - Unscheduled"
"2974_20180921","09/21/2018 12:00:00 AM","-1","Complaint"
"2974_20181002","10/02/2018 12:00:00 AM","-1","Complaint"
"2974_20190508","05/08/2019 12:00:00 AM","100","Routine - Unscheduled"
"2980_20161024","10/24/2016 12:00:00 AM","89","Routine - Unscheduled"
"2980_20161028","10/28/2016 12:00:00 AM","-1","Reinspection/Followup"
"2980_20180215","02/15/2018 12:00:00 AM","89","Routine - Unscheduled"
"2980_20190531","05/31/2019 12:00:00 AM","91","Routine - Unscheduled"
"2987_20170719","07/19/2017 12:00:00 AM","94","Routine - Unscheduled"
"2987_20181226","12/26/2018 12:00:00 AM","92","Routine - Unscheduled"
"298_20161013","10/13/2016 12:00:00 AM","88","Routine - Unscheduled"
"298_20161027","10/27/2016 12:00:00 AM","-1","Reinspection/Followup"
"298_20171017","10/17/2017 12:00:00 AM","92","Routine - Unscheduled"
"298_20171221","12/21/2017 12:00:00 AM","-1","Complaint"
"298_20180524","05/24/2018 12:00:00 AM","87","Routine - Unscheduled"
"298_20180601","06/01/2018 12:00:00 AM","-1","Reinspection/Followup"
"29948_20170217","02/17/2017 12:00:00 AM","89","Routine - Unscheduled"
"29948_20170221","02/21/2017 12:00:00 AM","-1","Reinspection/Followup"
"29948_20170306","03/06/2017 12:00:00 AM","-1","Reinspection/Followup"
"29948_20180205","02/05/2018 12:00:00 AM","92","Routine - Unscheduled"
"29948_20190516","05/16/2019 12:00:00 AM","71","Routine - Unscheduled"
"29948_20190524","05/24/2019 12:00:00 AM","-1","Reinspection/Followup"
"29950_20161227","12/27/2016 12:00:00 AM","96","Routine - Unscheduled"
"29950_20170928","09/28/2017 12:00:00 AM","98","Routine - Unscheduled"
"29950_20180523","05/23/2018 12:00:00 AM","98","Routine - Unscheduled"
"29950_20191001","10/01/2019 12:00:00 AM","98","Routine - Unscheduled"
"29956_20171212","12/12/2017 12:00:00 AM","96","Routine - Unscheduled"
"29956_20190827","08/27/2019 12:00:00 AM","90","Routine - Unscheduled"
"29956_20190903","09/03/2019 12:00:00 AM","-1","Reinspection/Followup"
"2995_20170117","01/17/2017 12:00:00 AM","-1","Complaint"
"2995_20170125","01/25/2017 12:00:00 AM","-1","Reinspection/Followup"
"2995_20170615","06/15/2017 12:00:00 AM","-1","Complaint Reinspection/Followup"
"2995_20170616","06/16/2017 12:00:00 AM","-1","Reinspection/Followup"
"2995_20170619","06/19/2017 12:00:00 AM","-1","Reinspection/Followup"
"2995_20170620","06/20/2017 12:00:00 AM","-1","Reinspection/Followup"
"2995_20170809","08/09/2017 12:00:00 AM","-1","Complaint"
"2995_20170816","08/16/2017 12:00:00 AM","-1","Reinspection/Followup"
"2995_20180322","03/22/2018 12:00:00 AM","85","Routine - Unscheduled"
"2995_20180507","05/07/2018 12:00:00 AM","-1","Reinspection/Followup"
"2995_20180518","05/18/2018 12:00:00 AM","-1","Reinspection/Followup"
"2995_20190305","03/05/2019 12:00:00 AM","85","Routine - Unscheduled"
"2995_20190319","03/19/2019 12:00:00 AM","-1","Reinspection/Followup"
"2996_20161017","10/17/2016 12:00:00 AM","-1","Reinspection/Followup"
"2996_20180425","04/25/2018 12:00:00 AM","85","Routine - Unscheduled"
"2996_20190711","07/11/2019 12:00:00 AM","72","Routine - Unscheduled"
"2996_20190712","07/12/2019 12:00:00 AM","-1","Reinspection/Followup"
"2996_20190814","08/14/2019 12:00:00 AM","-1","Reinspection/Followup"
"2996_20190819","08/19/2019 12:00:00 AM","-1","Reinspection/Followup"
"30001_20161118","11/18/2016 12:00:00 AM","96","Routine - Unscheduled"
"30001_20180105","01/05/2018 12:00:00 AM","86","Routine - Unscheduled"
"30001_20180112","01/12/2018 12:00:00 AM","-1","Reinspection/Followup"
"3006_20171026","10/26/2017 12:00:00 AM","90","Routine - Unscheduled"
"3006_20180608","06/08/2018 12:00:00 AM","-1","Non-inspection site visit"
"3006_20190315","03/15/2019 12:00:00 AM","85","Routine - Unscheduled"
"300_20170802","08/02/2017 12:00:00 AM","-1","Complaint"
"300_20171208","12/08/2017 12:00:00 AM","86","Routine - Unscheduled"
"300_20180119","01/19/2018 12:00:00 AM","-1","Complaint"
"300_20190605","06/05/2019 12:00:00 AM","-1","Non-inspection site visit"
"300_20190606","06/06/2019 12:00:00 AM","-1","Complaint"
"300_20190618","06/18/2019 12:00:00 AM","-1","Reinspection/Followup"
"3014_20171206","12/06/2017 12:00:00 AM","90","Routine - Unscheduled"
"3014_20180820","08/20/2018 12:00:00 AM","73","Routine - Unscheduled"
"3014_20180828","08/28/2018 12:00:00 AM","-1","Reinspection/Followup"
"30156_20170227","02/27/2017 12:00:00 AM","100","Routine - Unscheduled"
"30156_20170905","09/05/2017 12:00:00 AM","100","Routine - Unscheduled"
"30156_20180214","02/14/2018 12:00:00 AM","98","Routine - Unscheduled"
"30156_20181025","10/25/2018 12:00:00 AM","98","Routine - Unscheduled"
"30156_20190228","02/28/2019 12:00:00 AM","100","Routine - Unscheduled"
"3016_20161114","11/14/2016 12:00:00 AM","62","Routine - Unscheduled"
"3016_20161212","12/12/2016 12:00:00 AM","-1","Reinspection/Followup"
"3016_20170418","04/18/2017 12:00:00 AM","-1","Complaint"
"3016_20170519","05/19/2017 12:00:00 AM","-1","Reinspection/Followup"
"3016_20170609","06/09/2017 12:00:00 AM","-1","Reinspection/Followup"
"3016_20171213","12/13/2017 12:00:00 AM","79","Routine - Unscheduled"
"3016_20180103","01/03/2018 12:00:00 AM","-1","Reinspection/Followup"
"3016_20180507","05/07/2018 12:00:00 AM","62","Routine - Unscheduled"
"3016_20180508","05/08/2018 12:00:00 AM","-1","Reinspection/Followup"
"3016_20180523","05/23/2018 12:00:00 AM","-1","Reinspection/Followup"
"3016_20181011","10/11/2018 12:00:00 AM","74","Routine - Unscheduled"
"3016_20181025","10/25/2018 12:00:00 AM","-1","Reinspection/Followup"
"3019_20170609","06/09/2017 12:00:00 AM","88","Routine - Unscheduled"
"3019_20181227","12/27/2018 12:00:00 AM","90","Routine - Unscheduled"
"3019_20190702","07/02/2019 12:00:00 AM","88","Routine - Unscheduled"
"3019_20190708","07/08/2019 12:00:00 AM","-1","Complaint"
"3019_20190709","07/09/2019 12:00:00 AM","-1","Reinspection/Followup"
"3025_20161102","11/02/2016 12:00:00 AM","88","Routine - Unscheduled"
"3025_20180314","03/14/2018 12:00:00 AM","88","Routine - Unscheduled"
"3025_20180424","04/24/2018 12:00:00 AM","-1","Reinspection/Followup"
"3025_20190430","04/30/2019 12:00:00 AM","80","Routine - Unscheduled"
"3029_20180426","04/26/2018 12:00:00 AM","61","Routine - Unscheduled"
"3029_20180516","05/16/2018 12:00:00 AM","-1","Reinspection/Followup"
"3029_20181206","12/06/2018 12:00:00 AM","81","Routine - Unscheduled"
"302_20170728","07/28/2017 12:00:00 AM","81","Routine - Unscheduled"
"302_20170829","08/29/2017 12:00:00 AM","-1","Reinspection/Followup"
"302_20180130","01/30/2018 12:00:00 AM","96","Routine - Unscheduled"
"302_20180709","07/09/2018 12:00:00 AM","94","Routine - Unscheduled"
"302_20190306","03/06/2019 12:00:00 AM","94","Routine - Unscheduled"
"302_20190402","04/02/2019 12:00:00 AM","-1","Reinspection/Followup"
"302_20190917","09/17/2019 12:00:00 AM","96","Routine - Unscheduled"
"3031_20161006","10/06/2016 12:00:00 AM","-1","Reinspection/Followup"
"3031_20170807","08/07/2017 12:00:00 AM","79","Routine - Unscheduled"
"3031_20170815","08/15/2017 12:00:00 AM","-1","Reinspection/Followup"
"3031_20180103","01/03/2018 12:00:00 AM","92","Routine - Unscheduled"
"3031_20180206","02/06/2018 12:00:00 AM","-1","Reinspection/Followup"
"3031_20180827","08/27/2018 12:00:00 AM","87","Routine - Unscheduled"
"3031_20180904","09/04/2018 12:00:00 AM","-1","Reinspection/Followup"
"3031_20190911","09/11/2019 12:00:00 AM","94","Routine - Unscheduled"
"3031_20190926","09/26/2019 12:00:00 AM","-1","Reinspection/Followup"
"3032_20161214","12/14/2016 12:00:00 AM","100","Routine - Unscheduled"
"3032_20171121","11/21/2017 12:00:00 AM","98","Routine - Unscheduled"
"3032_20171208","12/08/2017 12:00:00 AM","-1","Reinspection/Followup"
"3032_20190228","02/28/2019 12:00:00 AM","98","Routine - Unscheduled"
"3038_20171023","10/23/2017 12:00:00 AM","79","Routine - Unscheduled"
"3038_20171103","11/03/2017 12:00:00 AM","-1","Reinspection/Followup"
"3043_20180111","01/11/2018 12:00:00 AM","87","Routine - Unscheduled"
"3043_20180124","01/24/2018 12:00:00 AM","-1","Reinspection/Followup"
"3046_20170505","05/05/2017 12:00:00 AM","94","Routine - Unscheduled"
"3046_20180116","01/16/2018 12:00:00 AM","-1","Complaint"
"3046_20180521","05/21/2018 12:00:00 AM","-1","Foodborne Illness Investigation"
"3046_20180627","06/27/2018 12:00:00 AM","96","Routine - Unscheduled"
"3046_20190208","02/08/2019 12:00:00 AM","82","Routine - Unscheduled"
"3046_20190219","02/19/2019 12:00:00 AM","-1","Reinspection/Followup"
"30478_20180509","05/09/2018 12:00:00 AM","96","Routine - Unscheduled"
"3048_20161018","10/18/2016 12:00:00 AM","76","Routine - Unscheduled"
"3048_20161102","11/02/2016 12:00:00 AM","-1","Reinspection/Followup"
"3048_20171120","11/20/2017 12:00:00 AM","83","Routine - Unscheduled"
"3048_20171208","12/08/2017 12:00:00 AM","-1","Reinspection/Followup"
"3048_20180525","05/25/2018 12:00:00 AM","92","Routine - Unscheduled"
"30496_20171107","11/07/2017 12:00:00 AM","-1","Non-inspection site visit"
"30496_20190408","04/08/2019 12:00:00 AM","96","Routine - Unscheduled"
"3050_20180710","07/10/2018 12:00:00 AM","90","Routine - Unscheduled"
"3050_20190828","08/28/2019 12:00:00 AM","90","Routine - Unscheduled"
"30532_20170106","01/06/2017 12:00:00 AM","96","Routine - Unscheduled"
"30532_20180731","07/31/2018 12:00:00 AM","78","Routine - Unscheduled"
"30532_20180817","08/17/2018 12:00:00 AM","-1","Reinspection/Followup"
"30532_20190312","03/12/2019 12:00:00 AM","81","Routine - Unscheduled"
"30532_20190320","03/20/2019 12:00:00 AM","-1","Reinspection/Followup"
"30532_20190410","04/10/2019 12:00:00 AM","-1","Reinspection/Followup"
"30532_20190925","09/25/2019 12:00:00 AM","78","Routine - Unscheduled"
"30532_20191003","10/03/2019 12:00:00 AM","-1","Reinspection/Followup"
"3053_20170223","02/23/2017 12:00:00 AM","-1","Foodborne Illness Investigation"
"3053_20180308","03/08/2018 12:00:00 AM","90","Routine - Unscheduled"
"3053_20180314","03/14/2018 12:00:00 AM","-1","Reinspection/Followup"
"3054_20170202","02/02/2017 12:00:00 AM","100","Routine - Unscheduled"
"3054_20170224","02/24/2017 12:00:00 AM","-1","Complaint"
"3054_20180323","03/23/2018 12:00:00 AM","96","Routine - Unscheduled"
"3054_20190319","03/19/2019 12:00:00 AM","91","Routine - Unscheduled"
"3055_20170328","03/28/2017 12:00:00 AM","-1","Complaint"
"3055_20170606","06/06/2017 12:00:00 AM","89","Routine - Unscheduled"
"3055_20170621","06/21/2017 12:00:00 AM","-1","Reinspection/Followup"
"3055_20170728","07/28/2017 12:00:00 AM","-1","Complaint"
"3055_20170801","08/01/2017 12:00:00 AM","-1","Complaint Reinspection/Followup"
"3055_20170808","08/08/2017 12:00:00 AM","-1","Complaint Reinspection/Followup"
"3055_20170901","09/01/2017 12:00:00 AM","-1","New Construction"
"3055_20180213","02/13/2018 12:00:00 AM","-1","Complaint"
"3055_20180426","04/26/2018 12:00:00 AM","-1","Complaint Reinspection/Followup"
"3055_20180606","06/06/2018 12:00:00 AM","90","Routine - Unscheduled"
"3055_20180716","07/16/2018 12:00:00 AM","-1","Complaint"
"3055_20190118","01/18/2019 12:00:00 AM","88","Routine - Unscheduled"
"3055_20190124","01/24/2019 12:00:00 AM","-1","Reinspection/Followup"
"3055_20190813","08/13/2019 12:00:00 AM","83","Routine - Unscheduled"
"3055_20190821","08/21/2019 12:00:00 AM","-1","Reinspection/Followup"
"3056_20170217","02/17/2017 12:00:00 AM","92","Routine - Unscheduled"
"3056_20180402","04/02/2018 12:00:00 AM","94","Routine - Unscheduled"
"3056_20190319","03/19/2019 12:00:00 AM","88","Routine - Unscheduled"
"3056_20190403","04/03/2019 12:00:00 AM","-1","Reinspection/Followup"
"3056_20190412","04/12/2019 12:00:00 AM","-1","Reinspection/Followup"
"3056_20190820","08/20/2019 12:00:00 AM","-1","Complaint"
"3056_20190827","08/27/2019 12:00:00 AM","-1","Complaint Reinspection/Followup"
"3056_20190924","09/24/2019 12:00:00 AM","-1","Reinspection/Followup"
"305_20180104","01/04/2018 12:00:00 AM","88","Routine - Unscheduled"
"305_20180105","01/05/2018 12:00:00 AM","-1","Complaint"
"305_20180111","01/11/2018 12:00:00 AM","-1","Reinspection/Followup"
"305_20180913","09/13/2018 12:00:00 AM","-1","Foodborne Illness Investigation"
"305_20190117","01/17/2019 12:00:00 AM","90","Routine - Unscheduled"
"305_20190122","01/22/2019 12:00:00 AM","-1","Reinspection/Followup"
"3061_20171102","11/02/2017 12:00:00 AM","98","Routine - Unscheduled"
"3061_20190402","04/02/2019 12:00:00 AM","100","Routine - Unscheduled"
"3065_20171019","10/19/2017 12:00:00 AM","85","Routine - Unscheduled"
"3065_20171030","10/30/2017 12:00:00 AM","-1","Reinspection/Followup"
"3065_20171121","11/21/2017 12:00:00 AM","-1","Reinspection/Followup"
"3065_20180709","07/09/2018 12:00:00 AM","85","Routine - Unscheduled"
"3065_20181012","10/12/2018 12:00:00 AM","-1","Complaint"
"3065_20190410","04/10/2019 12:00:00 AM","87","Routine - Unscheduled"
"3065_20190514","05/14/2019 12:00:00 AM","-1","Reinspection/Followup"
"3065_20190611","06/11/2019 12:00:00 AM","-1","Complaint"
"3065_20190822","08/22/2019 12:00:00 AM","-1","Complaint"
"3070_20170725","07/25/2017 12:00:00 AM","75","Routine - Unscheduled"
"3070_20170808","08/08/2017 12:00:00 AM","-1","Reinspection/Followup"
"3070_20180419","04/19/2018 12:00:00 AM","74","Routine - Unscheduled"
"3070_20180420","04/20/2018 12:00:00 AM","-1","Reinspection/Followup"
"3070_20180427","04/27/2018 12:00:00 AM","-1","Reinspection/Followup"
"3070_20180516","05/16/2018 12:00:00 AM","-1","Reinspection/Followup"
"3070_20190110","01/10/2019 12:00:00 AM","77","Routine - Unscheduled"
"3070_20190729","07/29/2019 12:00:00 AM","83","Routine - Unscheduled"
"3070_20190730","07/30/2019 12:00:00 AM","-1","Reinspection/Followup"
"3072_20170112","01/12/2017 12:00:00 AM","92","Routine - Unscheduled"
"3072_20180208","02/08/2018 12:00:00 AM","90","Routine - Unscheduled"
"3072_20180226","02/26/2018 12:00:00 AM","-1","Reinspection/Followup"
"3072_20180309","03/09/2018 12:00:00 AM","-1","Reinspection/Followup"
"3072_20190701","07/01/2019 12:00:00 AM","84","Routine - Unscheduled"
"3072_20190716","07/16/2019 12:00:00 AM","-1","Reinspection/Followup"
"3072_20190730","07/30/2019 12:00:00 AM","-1","Reinspection/Followup"
"3073_20170418","04/18/2017 12:00:00 AM","-1","Complaint"
"3073_20170708","07/08/2017 12:00:00 AM","-1","Complaint"
"3073_20190306","03/06/2019 12:00:00 AM","87","Routine - Unscheduled"
"3073_20190326","03/26/2019 12:00:00 AM","-1","Reinspection/Followup"
"3076_20161107","11/07/2016 12:00:00 AM","-1","Non-inspection site visit"
"3076_20161202","12/02/2016 12:00:00 AM","-1","New Construction"
"3076_20161222","12/22/2016 12:00:00 AM","-1","New Construction"
"3076_20170630","06/30/2017 12:00:00 AM","84","Routine - Unscheduled"
"3076_20170719","07/19/2017 12:00:00 AM","-1","Reinspection/Followup"
"3076_20170818","08/18/2017 12:00:00 AM","-1","Complaint"
"3076_20170825","08/25/2017 12:00:00 AM","-1","Complaint Reinspection/Followup"
